document_id,offsets,text,deabbreviated_text,db_ids,mention_id,joined_offsets,arboel_candidates,arboel_hit_index
9506545,"[[278, 303]]",cerebellar ataxias type I,cerebellar ataxias type I,['MESH:D020754'],9506545.3,"278,303","[[""MESH:D002524""], [""MESH:D013132"", ""OMIM:248800""], [""MESH:D020754"", ""OMIM:164400"", ""OMIM:164500"", ""OMIM:183086"", ""OMIM:183090"", ""OMIM:600223"", ""OMIM:600224"", ""OMIM:612876"", ""OMIM:613728"", ""OMIM:613908"", ""OMIM:613909"", ""OMIM:614153"", ""OMIM:614229"", ""OMIM:614322"", ""OMIM:614831"", ""OMIM:615386"", ""OMIM:615705"", ""OMIM:615768"", ""OMIM:615957"", ""OMIM:616053"", ""OMIM:616127"", ""OMIM:616204"", ""OMIM:616354"", ""OMIM:616410"", ""OMIM:616719"", ""OMIM:616795"", ""OMIM:616948"", ""OMIM:616949"", ""OMIM:617018"", ""OMIM:617133""], [""MESH:D017827"", ""OMIM:109150""], [""MESH:D002528""], [""MESH:D020234""], [""MESH:C537206"", ""OMIM:117360""], [""MESH:D002526""], [""MESH:D002527""], [""MESH:D009849""], [""MESH:C537308"", ""OMIM:606002""], [""MESH:D016472""], [""MESH:D014717""], [""MESH:D057130""], [""MESH:C536358"", ""OMIM:301310""], [""MESH:C535523""], [""MESH:C537195"", ""OMIM:605259""], [""MESH:C537199"", ""OMIM:608687""], [""MESH:D056833""], [""MESH:D054220""], [""MESH:C536336""], [""MESH:C537313"", ""OMIM:607250""], [""MESH:D020362""], [""MESH:C580383""], [""MESH:D000088282""], [""MESH:C563331""], [""MESH:D006958"", ""OMIM:114000""], [""MESH:C565781""], [""MESH:D019150""], [""MESH:D020144""], [""MESH:C536276""], [""MESH:C562568""], [""OMIM:615760""], [""MESH:C537181"", ""OMIM:118800""], [""MESH:C538626""], [""MESH:C566392""], [""MESH:C535472""], [""OMIM:193003""], [""MESH:C565772"", ""OMIM:604432""], [""MESH:C566874"", ""OMIM:603516""], [""MESH:C535918"", ""OMIM:115470""], [""MESH:C537196"", ""OMIM:605361""], [""MESH:C563796"", ""OMIM:609069""], [""MESH:C537201"", ""OMIM:610245""], [""MESH:C565007""], [""MESH:C537198"", ""OMIM:607346""], [""MESH:C565790"", ""OMIM:604326""], [""MESH:C537200"", ""OMIM:607454""], [""MESH:C566146"", ""OMIM:117210""], [""OMIM:616202""], [""MESH:C537204""], [""MESH:C537203"", ""OMIM:609306""], [""MESH:C536293"", ""OMIM:213300""], [""MESH:C567131""], [""MESH:C564802""], [""MESH:D005923"", ""OMIM:603278"", ""OMIM:607832"", ""OMIM:612551"", ""OMIM:614131"", ""OMIM:616002"", ""OMIM:616032"", ""OMIM:616220""], [""OMIM:614756""], [""MESH:C564616"", ""OMIM:607136""], [""MESH:C537678""], [""MESH:C537310"", ""OMIM:607317""], [""OMIM:616819""], [""MESH:C565870"", ""OMIM:212840""], [""MESH:C565850"", ""OMIM:215470""], [""OMIM:614306""]]",3
9506545,"[[369, 373]]",SCA3,SCA3,['MESH:D017827'],9506545.7,"369,373","[[""MESH:D017827"", ""OMIM:109150""], [""MESH:D058495"", ""OMIM:117550""], [""MESH:D013167"", ""OMIM:106300""], [""MESH:C567277"", ""OMIM:601544""], [""MESH:C565814"", ""OMIM:604232""], [""MESH:C562790"", ""OMIM:143870""], [""MESH:D000795"", ""OMIM:301500""], [""MESH:C535781"", ""OMIM:277300"", ""OMIM:608681"", ""OMIM:609813"", ""OMIM:613686"", ""OMIM:616566""], [""MESH:D013661"", ""OMIM:272800""], [""MESH:D016111"", ""OMIM:270200""], [""MESH:C564600"", ""OMIM:607258""], [""MESH:C566827""], [""MESH:C537849"", ""OMIM:310600""], [""MESH:D020236""], [""MESH:C564697"", ""OMIM:606554""], [""MESH:D012497"", ""OMIM:268800""], [""MESH:D008080""], [""MESH:C563961"", ""OMIM:600316""], [""OMIM:616649""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:C566483"", ""OMIM:610024""], [""MESH:D034721""], [""OMIM:243310""], [""MESH:C536490"", ""OMIM:276901""], [""MESH:D013798""], [""MESH:C567134"", ""OMIM:220290""], [""MESH:D015618""], [""MESH:C535396"", ""OMIM:108720""], [""MESH:C567156""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C566337"", ""OMIM:603776""], [""MESH:C538322"", ""OMIM:602782""], [""MESH:C566823""], [""OMIM:613989""], [""MESH:C537728"", ""OMIM:203100""], [""MESH:D035583""], [""MESH:C563683"", ""OMIM:610329""], [""MESH:D014884""], [""MESH:C567159"", ""OMIM:182900""], [""MESH:C565611"", ""OMIM:224230""], [""MESH:D005922"", ""OMIM:161950"", ""OMIM:613944"", ""OMIM:616818""], [""MESH:C567489"", ""OMIM:270970""], [""MESH:C565789"", ""OMIM:604348"", ""OMIM:615224"", ""OMIM:616882""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:C536526""], [""MESH:C536176"", ""OMIM:261670""], [""MESH:C536600"", ""OMIM:204000""], [""MESH:D020333""], [""MESH:D013103""], [""MESH:C565143""], [""MESH:C567441"", ""OMIM:600101""], [""MESH:C535395"", ""OMIM:256050""], [""MESH:C537923"", ""OMIM:300321"", ""OMIM:300406"", ""OMIM:300422"", ""OMIM:305450""], [""MESH:C536598""], [""MESH:D000075262"", ""OMIM:300200""], [""MESH:D000474"", ""OMIM:203500""], [""MESH:C536647"", ""OMIM:208150""], [""MESH:C535607"", ""OMIM:225750"", ""OMIM:610181"", ""OMIM:615010"", ""OMIM:615846"", ""OMIM:617397""], [""MESH:C567820""], [""MESH:D012555"", ""OMIM:181460""], [""MESH:D018208"", ""OMIM:613488""], [""OMIM:600791""], [""MESH:C537147"", ""OMIM:600740""], [""MESH:C538364""]]",0
9506545,"[[374, 396]]",Machado-Joseph disease,Machado-Joseph disease,['MESH:D017827'],9506545.8,"374,396","[[""MESH:D017827"", ""OMIM:109150""], [""MESH:D058495"", ""OMIM:117550""], [""MESH:C537705"", ""OMIM:147920"", ""OMIM:300867""], [""MESH:D003715"", ""OMIM:614371""], [""MESH:D050031"", ""OMIM:140300""], [""MESH:D017825"", ""OMIM:271900""], [""MESH:D008575""], [""MESH:D007579""], [""MESH:D059445""], [""MESH:D008268""], [""MESH:D013167"", ""OMIM:106300""], [""MESH:D006689"", ""OMIM:236000""], [""MESH:C000711527""], [""MESH:D000082242""], [""MESH:D020734"", ""OMIM:600116""], [""MESH:D056912""], [""MESH:D014603""], [""MESH:D004672""], [""MESH:D020820""], [""MESH:D058288""], [""MESH:C564352"", ""OMIM:607676""], [""MESH:D005925""], [""MESH:D007617""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:D010580"", ""OMIM:175200""], [""MESH:D065632""], [""OMIM:616708""], [""MESH:D012557""], [""OMIM:615849""], [""MESH:D009069""], [""MESH:C536616""], [""MESH:D009072""], [""MESH:D008992""], [""MESH:D012569""], [""MESH:D010850""], [""MESH:C562924"", ""OMIM:179850"", ""OMIM:615327"", ""OMIM:615537"", ""OMIM:615696""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:C538193""], [""MESH:C565611"", ""OMIM:224230""], [""MESH:C538159"", ""OMIM:236700""], [""MESH:D019956""], [""MESH:D005922"", ""OMIM:161950"", ""OMIM:613944"", ""OMIM:616818""], [""MESH:C537838""], [""MESH:C537696""], [""MESH:D012552""], [""MESH:D012562""], [""MESH:C536692""], [""MESH:D007562"", ""OMIM:123400""], [""MESH:C537181"", ""OMIM:118800""], [""MESH:D018353""], [""MESH:C536232"", ""OMIM:300895""], [""MESH:D019871"", ""OMIM:305000""], [""MESH:D000474"", ""OMIM:203500""], [""MESH:C538322"", ""OMIM:602782""], [""MESH:C566823""], [""MESH:D008538""], [""MESH:C537563""], [""MESH:D012554""], [""MESH:C538334""], [""MESH:D008342"", ""OMIM:154500""], [""MESH:D012555"", ""OMIM:181460""], [""MESH:C538364""], [""MESH:C537923"", ""OMIM:300321"", ""OMIM:300406"", ""OMIM:300422"", ""OMIM:305450""], [""MESH:C537836""]]",0
9506545,"[[398, 401]]",MJD,SCA3/Machado-Joseph disease,['MESH:D017827'],9506545.9,"398,401","[[""MESH:D017827"", ""OMIM:109150""], [""MESH:D058495"", ""OMIM:117550""], [""MESH:D004194""], [""MESH:C565814"", ""OMIM:604232""], [""MESH:C537705"", ""OMIM:147920"", ""OMIM:300867""], [""MESH:D059445""], [""MESH:D050031"", ""OMIM:140300""], [""MESH:D030342""], [""MESH:D013167"", ""OMIM:106300""], [""MESH:D017825"", ""OMIM:271900""], [""MESH:D014603""], [""MESH:D006689"", ""OMIM:236000""], [""MESH:D012497"", ""OMIM:268800""], [""MESH:C564352"", ""OMIM:607676""], [""MESH:D009625""], [""MESH:D000082242""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:C537849"", ""OMIM:310600""], [""MESH:D004672""], [""MESH:D058288""], [""MESH:D005925""], [""MESH:D014884""], [""MESH:C537426""], [""MESH:C537285"", ""OMIM:601853""], [""MESH:D014923"", ""OMIM:301000"", ""OMIM:614493""], [""MESH:D020734"", ""OMIM:600116""], [""MESH:D012557""], [""OMIM:616708""], [""MESH:D012569""], [""MESH:D035583""], [""MESH:D008992""], [""MESH:C538193""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:C567159"", ""OMIM:182900""], [""MESH:C537181"", ""OMIM:118800""], [""MESH:D009072""], [""MESH:D013103""], [""MESH:C562924"", ""OMIM:179850"", ""OMIM:615327"", ""OMIM:615537"", ""OMIM:615696""], [""MESH:C537696""], [""MESH:C536616""], [""MESH:D010580"", ""OMIM:175200""], [""MESH:D005922"", ""OMIM:161950"", ""OMIM:613944"", ""OMIM:616818""], [""MESH:C566823""], [""OMIM:613989""], [""MESH:C565611"", ""OMIM:224230""], [""MESH:C538159"", ""OMIM:236700""], [""MESH:D053549"", ""OMIM:167200"", ""OMIM:167210"", ""OMIM:615726"", ""OMIM:615728""], [""MESH:C536176"", ""OMIM:261670""], [""MESH:C535729"", ""OMIM:127400""], [""MESH:D007562"", ""OMIM:123400""], [""MESH:D019871"", ""OMIM:305000""], [""MESH:C536692""], [""MESH:D000474"", ""OMIM:203500""], [""MESH:C537563""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C564676"", ""OMIM:606703""], [""MESH:D012555"", ""OMIM:181460""], [""MESH:D008342"", ""OMIM:154500""], [""OMIM:600791""], [""MESH:C537923"", ""OMIM:300321"", ""OMIM:300406"", ""OMIM:300422"", ""OMIM:305450""], [""OMIM:300845""], [""MESH:D012554""], [""MESH:C538334""], [""MESH:C538364""]]",0
9506545,"[[816, 820]]",SCA3,SCA3,['MESH:D017827'],9506545.13,"816,820","[[""MESH:D058495"", ""OMIM:117550""], [""MESH:C565814"", ""OMIM:604232""], [""MESH:C567277"", ""OMIM:601544""], [""MESH:D017827"", ""OMIM:109150""], [""MESH:C564600"", ""OMIM:607258""], [""MESH:C562790"", ""OMIM:143870""], [""MESH:C564697"", ""OMIM:606554""], [""MESH:C566827""], [""MESH:C536490"", ""OMIM:276901""], [""MESH:C566826"", ""OMIM:168500""], [""OMIM:616649""], [""MESH:C579934""], [""MESH:C536646""], [""MESH:C567300"", ""OMIM:113750""], [""MESH:D012497"", ""OMIM:268800""], [""OMIM:243310""], [""MESH:C565121"", ""OMIM:124900""], [""MESH:C566874"", ""OMIM:603516""], [""MESH:D020236""], [""OMIM:105550""], [""MESH:C563961"", ""OMIM:600316""], [""MESH:C537849"", ""OMIM:310600""], [""MESH:D013661"", ""OMIM:272800""], [""OMIM:611630""], [""MESH:C567159"", ""OMIM:182900""], [""MESH:C565789"", ""OMIM:604348"", ""OMIM:615224"", ""OMIM:616882""], [""MESH:D005922"", ""OMIM:161950"", ""OMIM:613944"", ""OMIM:616818""], [""MESH:D020333""], [""MESH:C537728"", ""OMIM:203100""], [""MESH:C567441"", ""OMIM:600101""], [""MESH:C531762""], [""MESH:C566337"", ""OMIM:603776""], [""MESH:C563513"", ""OMIM:163800""], [""MESH:C536600"", ""OMIM:204000""], [""MESH:D013798""], [""MESH:C566823""], [""MESH:C567489"", ""OMIM:270970""], [""OMIM:613989""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:D014884""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:D035583""], [""MESH:C536766"", ""OMIM:278750""], [""MESH:C536091"", ""OMIM:601462""], [""MESH:C567820""], [""MESH:C565334"", ""OMIM:605375""], [""MESH:C537729"", ""OMIM:606952""], [""MESH:C538369""], [""MESH:C536657"", ""OMIM:142680""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C537297""], [""MESH:C535395"", ""OMIM:256050""], [""MESH:C536598""], [""MESH:C565143""], [""MESH:C536526""], [""MESH:C536787"", ""OMIM:270550""], [""MESH:C536647"", ""OMIM:208150""], [""MESH:D016697""], [""MESH:C537730"", ""OMIM:203200""], [""MESH:D000474"", ""OMIM:203500""], [""OMIM:600791""], [""MESH:C537147"", ""OMIM:600740""], [""MESH:C535607"", ""OMIM:225750"", ""OMIM:610181"", ""OMIM:615010"", ""OMIM:615846"", ""OMIM:617397""], [""MESH:C538364""]]",6
9506545,"[[822, 843]]",gaze-evoked nystagmus,gaze-evoked nystagmus,['MESH:D009759'],9506545.14,"822,843","[[""MESH:D009759""], [""MESH:D015835""], [""MESH:D020821"", ""OMIM:617284""], [""MESH:D011681""], [""MESH:D000857""], [""MESH:D015845""], [""MESH:D016472""], [""MESH:D056929"", ""OMIM:177200""], [""MESH:D004421"", ""OMIM:612067"", ""OMIM:614860"", ""OMIM:615034"", ""OMIM:615073"", ""OMIM:616411""], [""MESH:D018149""], [""MESH:D020234""], [""MESH:D017827"", ""OMIM:109150""], [""MESH:D020385""], [""MESH:D013771"", ""OMIM:187500""], [""MESH:D015837""], [""MESH:D018886""], [""OMIM:615219""], [""MESH:C537857""], [""MESH:C566874"", ""OMIM:603516""], [""MESH:C537159""], [""MESH:C537196"", ""OMIM:605361""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:C535958""], [""MESH:D020820""], [""MESH:D065635"", ""OMIM:193007""], [""MESH:C537200"", ""OMIM:607454""], [""MESH:C535738""], [""MESH:D018476""], [""MESH:D009069""], [""MESH:C565870"", ""OMIM:212840""], [""MESH:D015840""], [""MESH:C537180"", ""OMIM:128200""], [""MESH:C536403""], [""MESH:C536726"", ""OMIM:225060""], [""MESH:D020754"", ""OMIM:164400"", ""OMIM:164500"", ""OMIM:183086"", ""OMIM:183090"", ""OMIM:600223"", ""OMIM:600224"", ""OMIM:612876"", ""OMIM:613728"", ""OMIM:613908"", ""OMIM:613909"", ""OMIM:614153"", ""OMIM:614229"", ""OMIM:614322"", ""OMIM:614831"", ""OMIM:615386"", ""OMIM:615705"", ""OMIM:615768"", ""OMIM:615957"", ""OMIM:616053"", ""OMIM:616127"", ""OMIM:616204"", ""OMIM:616354"", ""OMIM:616410"", ""OMIM:616719"", ""OMIM:616795"", ""OMIM:616948"", ""OMIM:616949"", ""OMIM:617018"", ""OMIM:617133""], [""MESH:C563160"", ""OMIM:164200""], [""MESH:D020183""], [""MESH:C564616"", ""OMIM:607136""], [""MESH:C537199"", ""OMIM:608687""], [""MESH:C580539""], [""MESH:D004480""], [""MESH:C536424"", ""OMIM:304400""], [""OMIM:609006""], [""MESH:C563753"", ""OMIM:609270""], [""MESH:D009879""], [""MESH:C538005"", ""OMIM:128100""], [""MESH:D000071057""], [""MESH:D004422""], [""MESH:C567298""], [""MESH:C564676"", ""OMIM:606703""], [""MESH:D020417""], [""MESH:D004062"", ""OMIM:188400"", ""OMIM:192430""], [""MESH:C536096"", ""OMIM:159900"", ""OMIM:616398""], [""MESH:D002527""], [""MESH:C538013"", ""OMIM:208920""], [""OMIM:600791""], [""MESH:C535918"", ""OMIM:115470""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C537181"", ""OMIM:118800""], [""MESH:C537854"", ""OMIM:164100""], [""MESH:D015785""], [""MESH:C536727""], [""MESH:C564593"", ""OMIM:607313""], [""MESH:D008538""]]",0
9506545,"[[1011, 1032]]",gaze-evoked nystagmus,gaze-evoked nystagmus,['MESH:D009759'],9506545.15,"1011,1032","[[""MESH:D015835""], [""MESH:D009759""], [""MESH:D020821"", ""OMIM:617284""], [""MESH:D011681""], [""MESH:D015845""], [""MESH:D056929"", ""OMIM:177200""], [""MESH:D017827"", ""OMIM:109150""], [""MESH:D013771"", ""OMIM:187500""], [""MESH:D018149""], [""MESH:D065635"", ""OMIM:193007""], [""MESH:D004421"", ""OMIM:612067"", ""OMIM:614860"", ""OMIM:615034"", ""OMIM:615073"", ""OMIM:616411""], [""MESH:D000071700""], [""MESH:D005099""], [""MESH:D020234""], [""MESH:C537857""], [""MESH:D018886""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:D015840""], [""MESH:D020385""], [""OMIM:615219""], [""MESH:D009069""], [""MESH:D018476""], [""MESH:C565870"", ""OMIM:212840""], [""MESH:C537196"", ""OMIM:605361""], [""MESH:C565097""], [""MESH:C537180"", ""OMIM:128200""], [""MESH:D004948""], [""MESH:D005124""], [""MESH:C535958""], [""MESH:D020820""], [""MESH:C566973""], [""MESH:D020183""], [""MESH:D002527""], [""MESH:D009879""], [""MESH:D004480""], [""MESH:C536187""], [""MESH:D004422""], [""OMIM:616502""], [""MESH:C580539""], [""MESH:D005132""], [""MESH:C563160"", ""OMIM:164200""], [""MESH:C537181"", ""OMIM:118800""], [""MESH:C536969""], [""MESH:C536403""], [""MESH:D000853""], [""MESH:D000071057""], [""MESH:C567298""], [""MESH:C538005"", ""OMIM:128100""], [""OMIM:600791""], [""MESH:C564288""], [""MESH:D020417""], [""MESH:C537854"", ""OMIM:164100""], [""MESH:C565077""], [""MESH:C563753"", ""OMIM:609270""], [""MESH:C564676"", ""OMIM:606703""], [""MESH:C538013"", ""OMIM:208920""], [""MESH:C536096"", ""OMIM:159900"", ""OMIM:616398""], [""MESH:D004062"", ""OMIM:188400"", ""OMIM:192430""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C535918"", ""OMIM:115470""], [""MESH:C564593"", ""OMIM:607313""], [""OMIM:614262""], [""MESH:D008538""], [""MESH:C564088""]]",1
9506545,"[[1133, 1137]]",SCA3,SCA3,['MESH:D017827'],9506545.18,"1133,1137","[[""MESH:D058495"", ""OMIM:117550""], [""MESH:D012859"", ""OMIM:270150""], [""MESH:D017827"", ""OMIM:109150""], [""OMIM:611630""], [""MESH:C536646""], [""OMIM:616649""], [""MESH:C562790"", ""OMIM:143870""], [""MESH:C567317"", ""OMIM:612421""], [""MESH:C536490"", ""OMIM:276901""], [""MESH:D013661"", ""OMIM:272800""], [""MESH:D013798""], [""MESH:C563961"", ""OMIM:600316""], [""MESH:C535396"", ""OMIM:108720""], [""MESH:C564600"", ""OMIM:607258""], [""MESH:D012497"", ""OMIM:268800""], [""OMIM:243310""], [""MESH:C565789"", ""OMIM:604348"", ""OMIM:615224"", ""OMIM:616882""], [""MESH:C564721""], [""MESH:D015618""], [""MESH:C567134"", ""OMIM:220290""], [""MESH:C565699"", ""OMIM:610217""], [""MESH:C537728"", ""OMIM:203100""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:C536018""], [""MESH:C567159"", ""OMIM:182900""], [""MESH:D020333""], [""MESH:D014884""], [""MESH:C567441"", ""OMIM:600101""], [""MESH:D008080""], [""MESH:C537608"", ""OMIM:600121""], [""MESH:C567820""], [""MESH:D035583""], [""MESH:C567215"", ""OMIM:612643""], [""MESH:C567156""], [""MESH:C567489"", ""OMIM:270970""], [""MESH:D034721""], [""MESH:C566823""], [""MESH:C567277"", ""OMIM:601544""], [""MESH:C566337"", ""OMIM:603776""], [""MESH:C536598""], [""MESH:C536600"", ""OMIM:204000""], [""MESH:C538322"", ""OMIM:602782""], [""MESH:C536766"", ""OMIM:278750""], [""MESH:C535395"", ""OMIM:256050""], [""MESH:C563933"", ""OMIM:600496""], [""MESH:C565814"", ""OMIM:604232""], [""OMIM:613989""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:C537145"", ""OMIM:145980""], [""MESH:C536647"", ""OMIM:208150""], [""MESH:C537988""], [""MESH:C536526""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C563683"", ""OMIM:610329""], [""MESH:C536601"", ""OMIM:204100""], [""MESH:C538200""], [""MESH:C565143""], [""OMIM:600791""], [""MESH:C537147"", ""OMIM:600740""], [""MESH:C538402""], [""MESH:D000474"", ""OMIM:203500""], [""MESH:C564697"", ""OMIM:606554""], [""MESH:C538364""], [""OMIM:613990""]]",4
9506545,"[[1244, 1248]]",SCA3,SCA3,['MESH:D017827'],9506545.21,"1244,1248","[[""MESH:D058495"", ""OMIM:117550""], [""MESH:C565814"", ""OMIM:604232""], [""MESH:D017827"", ""OMIM:109150""], [""MESH:C536490"", ""OMIM:276901""], [""OMIM:611630""], [""MESH:C567317"", ""OMIM:612421""], [""OMIM:616649""], [""MESH:C536646""], [""MESH:C565334"", ""OMIM:605375""], [""MESH:C562790"", ""OMIM:143870""], [""MESH:C563961"", ""OMIM:600316""], [""MESH:D013661"", ""OMIM:272800""], [""MESH:C564600"", ""OMIM:607258""], [""MESH:C565121"", ""OMIM:124900""], [""MESH:C537728"", ""OMIM:203100""], [""MESH:D020236""], [""MESH:C564721""], [""MESH:C567159"", ""OMIM:182900""], [""MESH:C567191"", ""OMIM:146450""], [""MESH:D017098""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:C567489"", ""OMIM:270970""], [""MESH:C567441"", ""OMIM:600101""], [""MESH:D013798""], [""MESH:C564645""], [""MESH:D014884""], [""MESH:C567214"", ""OMIM:612644""], [""MESH:C567134"", ""OMIM:220290""], [""MESH:D012497"", ""OMIM:268800""], [""MESH:C537608"", ""OMIM:600121""], [""MESH:C566337"", ""OMIM:603776""], [""MESH:C537303"", ""OMIM:609227""], [""MESH:C567820""], [""MESH:C565789"", ""OMIM:604348"", ""OMIM:615224"", ""OMIM:616882""], [""MESH:C567215"", ""OMIM:612643""], [""MESH:C531762""], [""MESH:C567277"", ""OMIM:601544""], [""MESH:C567156""], [""MESH:D005922"", ""OMIM:161950"", ""OMIM:613944"", ""OMIM:616818""], [""MESH:D020333""], [""MESH:C536600"", ""OMIM:204000""], [""MESH:C537729"", ""OMIM:606952""], [""MESH:C566823""], [""OMIM:613988""], [""MESH:C563933"", ""OMIM:600496""], [""MESH:C563776"", ""OMIM:609197""], [""MESH:C536598""], [""MESH:C562664"", ""OMIM:300600""], [""MESH:C565079"", ""OMIM:127550""], [""MESH:C536526""], [""MESH:C538200""], [""OMIM:613989""], [""MESH:C536601"", ""OMIM:204100""], [""MESH:C536647"", ""OMIM:208150""], [""MESH:C537145"", ""OMIM:145980""], [""MESH:C563683"", ""OMIM:610329""], [""MESH:C566483"", ""OMIM:610024""], [""MESH:C538364""], [""OMIM:600791""], [""MESH:C564697"", ""OMIM:606554""], [""MESH:C537309"", ""OMIM:271250""], [""MESH:C537147"", ""OMIM:600740""], [""MESH:D000474"", ""OMIM:203500""], [""OMIM:613990""]]",4
9521325,"[[42, 77]]",idiopathic ventricular fibrillation,idiopathic ventricular fibrillation,['MESH:C537182'],9521325.1,"42,77","[[""MESH:C537182"", ""OMIM:603829"", ""OMIM:612956""], [""MESH:D017180""], [""MESH:D001281""], [""MESH:D014693""], [""MESH:D054988""], [""MESH:D006327""], [""MESH:D016170""], [""MESH:D006337""], [""MESH:D001145"", ""OMIM:115000""], [""MESH:D001282""], [""MESH:C536277"", ""OMIM:604288""], [""MESH:D054537""], [""MESH:D012640""], [""MESH:D054141""], [""MESH:D020257""], [""MESH:D001919""], [""MESH:D018879""], [""MESH:D006345"", ""OMIM:614429"", ""OMIM:614431"", ""OMIM:614432""], [""MESH:D013610""], [""MESH:D010547""], [""MESH:D005117""], [""MESH:D014694""], [""MESH:C562831"", ""OMIM:600309"", ""OMIM:606215"", ""OMIM:614430"", ""OMIM:614474""], [""MESH:C535758""], [""MESH:D054139""], [""OMIM:113900""], [""MESH:D058565""], [""MESH:D017380""], [""MESH:D017379""], [""MESH:C536849""], [""MESH:D003294""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:D013614""], [""MESH:D000082903""], [""MESH:C567841""], [""MESH:C566244"", ""OMIM:611493""], [""MESH:C535682""], [""MESH:C566254"", ""OMIM:107970""], [""MESH:C535438""], [""OMIM:617173""], [""MESH:D000074042""], [""MESH:C567851""], [""MESH:C536231"", ""OMIM:600884""], [""MESH:C536112""], [""MESH:C565162"", ""OMIM:121210""], [""MESH:D013617""], [""MESH:C566583"", ""OMIM:602087""], [""MESH:C563784""], [""OMIM:604772""], [""MESH:D019571""], [""OMIM:192605""], [""MESH:C538261"", ""OMIM:608583""], [""MESH:D058606""], [""MESH:D007969""], [""MESH:C535466""], [""MESH:D018497""], [""MESH:D020325"", ""OMIM:609179"", ""OMIM:609670""], [""MESH:C535522"", ""OMIM:602066""], [""MESH:D000080039""], [""MESH:C536334"", ""OMIM:611938"", ""OMIM:614021"", ""OMIM:614916""], [""MESH:D013611""], [""MESH:D020936"", ""OMIM:601764""], [""MESH:D024741""], [""MESH:D056830""]]",0
9521325,"[[79, 103]]",Ventricular fibrillation,Ventricular fibrillation,['MESH:D014693'],9521325.2,"79,103","[[""MESH:D014693""], [""MESH:C537182"", ""OMIM:603829"", ""OMIM:612956""], [""MESH:D001281""], [""MESH:D054141""], [""MESH:D017180""], [""MESH:D006327""], [""MESH:D020257""], [""MESH:D018487""], [""MESH:D018879""], [""MESH:D018497""], [""MESH:D006337""], [""MESH:D016757""], [""MESH:D017379""], [""MESH:D006333""], [""MESH:D054537""], [""MESH:D001145"", ""OMIM:115000""], [""MESH:D012135""], [""MESH:D014694""], [""MESH:D017380""], [""MESH:D002551""], [""MESH:D016170""], [""MESH:D056124""], [""MESH:D010547""], [""MESH:D006331""], [""MESH:D005117""], [""MESH:D003294""], [""MESH:D006349""], [""MESH:D058565""], [""MESH:D006345"", ""OMIM:614429"", ""OMIM:614431"", ""OMIM:614432""], [""MESH:D002303""], [""MESH:D018376""], [""MESH:D018754""], [""MESH:C535682""], [""MESH:C535758""], [""MESH:C566005"", ""OMIM:192600""], [""MESH:C565162"", ""OMIM:121210""], [""MESH:D006623"", ""OMIM:193300""], [""MESH:D020178"", ""OMIM:614163""], [""MESH:D000074042""], [""MESH:C562831"", ""OMIM:600309"", ""OMIM:606215"", ""OMIM:614430"", ""OMIM:614474""], [""MESH:C566254"", ""OMIM:107970""], [""OMIM:604772""], [""MESH:C535466""], [""MESH:D013614""], [""MESH:D000082903""], [""MESH:D013617""], [""MESH:D019571""], [""MESH:C562580""], [""MESH:D018658""], [""OMIM:614050""], [""MESH:D020936"", ""OMIM:601764""], [""MESH:D007969""], [""MESH:C566244"", ""OMIM:611493""], [""MESH:C536334"", ""OMIM:611938"", ""OMIM:614021"", ""OMIM:614916""], [""MESH:D058606""], [""MESH:D000080039""], [""MESH:C538261"", ""OMIM:608583""], [""OMIM:192605""], [""MESH:D056830""], [""MESH:C564690""], [""MESH:D024741""], [""MESH:C567841""], [""MESH:C566255""], [""MESH:C567851""]]",0
